condition,item,n_cellules,distance,entropie_humaine,entropie_simulee,ratio_entropie,ecart_desirabilite,perimetre,camp,n_personnes,classe_norc,type,classe_comportement
agents demographiques (v6),wrkgovt2,1052,0.297529,0.882441,0.028902,0.032753,,1052,tous,1052,non teste,binaire,comportement
agents v7,wrkgovt2,1052,0.250951,0.882441,0.284655,0.322577,,1052,tous,1052,non teste,binaire,comportement
agents v8,wrkgovt2,1051,0.300380,0.882441,0.000000,0.000000,,1052,tous,1052,non teste,binaire,comportement
B0 mode,wrkgovt2,1052,0.300380,0.882441,0.000000,0.000000,,1052,tous,1052,non teste,binaire,comportement
B0 tirage,wrkgovt2,1052,0.010456,0.882441,0.894822,1.014031,,1052,tous,1052,non teste,binaire,comportement
B1 argmax,wrkgovt2,1052,0.129278,0.882441,0.660907,0.748953,,1052,tous,1052,non teste,binaire,comportement
B2 argmax,wrkgovt2,1052,0.247148,0.882441,0.300656,0.340710,,1052,tous,1052,non teste,binaire,comportement
B3 foret,wrkgovt2,1052,0.217681,0.882441,0.412306,0.467234,,1052,tous,1052,non teste,binaire,comportement
humains vague 2,wrkgovt2,1052,0.004753,0.882441,0.888161,1.006482,,1052,tous,1052,non teste,binaire,comportement
agents composite,partfull,1052,0.073194,1.505681,1.550204,1.029570,,1052,tous,1052,non teste,nominal,comportement
agents entretien (v3),partfull,1052,0.058935,1.505681,1.554830,1.032642,,1052,tous,1052,non teste,nominal,comportement
agents enquete,partfull,1052,0.038973,1.505681,1.469384,0.975894,,1052,tous,1052,non teste,nominal,comportement
agents demographiques (v6),partfull,1052,0.279468,1.505681,0.975050,0.647581,,1052,tous,1052,non teste,nominal,comportement
agents v7,partfull,1052,0.177757,1.505681,1.328955,0.882628,,1052,tous,1052,non teste,nominal,comportement
agents v8,partfull,1051,0.182184,1.505681,1.265543,0.840512,,1052,tous,1052,non teste,nominal,comportement
B0 mode,partfull,1052,0.524715,1.505681,0.000000,0.000000,,1052,tous,1052,non teste,nominal,comportement
B0 tirage,partfull,1052,0.023764,1.505681,1.521617,1.010584,,1052,tous,1052,non teste,nominal,comportement
B1 argmax,partfull,1052,0.115019,1.505681,1.302739,0.865216,,1052,tous,1052,non teste,nominal,comportement
B2 argmax,partfull,1052,0.181559,1.505681,1.122403,0.745446,,1052,tous,1052,non teste,nominal,comportement
B3 foret,partfull,1052,0.201521,1.505681,0.975789,0.648072,,1052,tous,1052,non teste,nominal,comportement
humains vague 2,partfull,1052,0.028517,1.505681,1.482095,0.984335,,1052,tous,1052,non teste,nominal,comportement
agents composite,wksub1,1052,0.061787,1.511924,1.508183,0.997526,,1052,tous,1052,non teste,nominal,comportement
agents entretien (v3),wksub1,1051,0.050797,1.511924,1.500421,0.992392,,1052,tous,1052,non teste,nominal,comportement
agents enquete,wksub1,1051,0.162521,1.511924,1.155928,0.764541,,1052,tous,1052,non teste,nominal,comportement
agents demographiques (v6),wksub1,1051,0.190114,1.511924,0.999975,0.661392,,1052,tous,1052,non teste,nominal,comportement
agents v7,wksub1,1052,0.116920,1.511924,1.305537,0.863494,,1052,tous,1052,non teste,nominal,comportement
agents v8,wksub1,1051,0.149201,1.511924,1.184246,0.783271,,1052,tous,1052,non teste,nominal,comportement
B0 mode,wksub1,1052,0.577947,1.511924,0.000000,0.000000,,1052,tous,1052,non teste,nominal,comportement
B0 tirage,wksub1,1052,0.022814,1.511924,1.532887,1.013865,,1052,tous,1052,non teste,nominal,comportement
B1 argmax,wksub1,1052,0.132129,1.511924,1.255987,0.830721,,1052,tous,1052,non teste,nominal,comportement
B2 argmax,wksub1,1052,0.185361,1.511924,1.033708,0.683704,,1052,tous,1052,non teste,nominal,comportement
B3 foret,wksub1,1052,0.187262,1.511924,1.016167,0.672102,,1052,tous,1052,non teste,nominal,comportement
humains vague 2,wksub1,1052,0.019011,1.511924,1.499709,0.991921,,1052,tous,1052,non teste,nominal,comportement
agents composite,wksup1,1052,0.066540,1.504140,1.401885,0.932018,,1052,tous,1052,non teste,nominal,comportement
agents entretien (v3),wksup1,1050,0.072986,1.504140,1.390163,0.924224,,1052,tous,1052,non teste,nominal,comportement
agents enquete,wksup1,1051,0.178704,1.504140,1.033007,0.686776,,1052,tous,1052,non teste,nominal,comportement
agents demographiques (v6),wksup1,1051,0.161577,1.504140,1.125066,0.747980,,1052,tous,1052,non teste,nominal,comportement
agents v7,wksup1,1052,0.103612,1.504140,1.320076,0.877628,,1052,tous,1052,non teste,nominal,comportement
agents v8,wksup1,1051,0.051553,1.504140,1.551886,1.031743,,1052,tous,1052,non teste,nominal,comportement
B0 mode,wksup1,1052,0.383080,1.504140,0.721853,0.479911,,1052,tous,1052,non teste,nominal,comportement
B0 tirage,wksup1,1052,0.037072,1.504140,1.471689,0.978426,,1052,tous,1052,non teste,nominal,comportement
B1 argmax,wksup1,1052,0.069392,1.504140,1.395879,0.928025,,1052,tous,1052,non teste,nominal,comportement
B2 argmax,wksup1,1052,0.151141,1.504140,1.165633,0.774950,,1052,tous,1052,non teste,nominal,comportement
B3 foret,wksup1,1052,0.155894,1.504140,1.135522,0.754931,,1052,tous,1052,non teste,nominal,comportement
humains vague 2,wksup1,1052,0.026616,1.504140,1.531407,1.018128,,1052,tous,1052,non teste,nominal,comportement
agents composite,conarmy,1052,0.089354,1.387477,1.258251,0.906863,-0.065589,1052,tous,1052,investiguer,ordinal 3 et plus,attitude
agents entretien (v3),conarmy,1052,0.063688,1.387477,1.333562,0.961142,-0.057034,1052,tous,1052,investiguer,ordinal 3 et plus,attitude
agents enquete,conarmy,1052,0.083650,1.387477,1.105605,0.796846,-0.000000,1052,tous,1052,investiguer,ordinal 3 et plus,attitude
agents demographiques (v6),conarmy,1048,0.228881,1.387477,0.511458,0.368625,-0.122424,1052,tous,1052,investiguer,ordinal 3 et plus,attitude
agents v7,conarmy,1050,0.207556,1.387477,0.728160,0.524809,-0.131572,1052,tous,1052,investiguer,ordinal 3 et plus,attitude
agents v8,conarmy,1052,0.053707,1.387477,1.372182,0.988977,-0.053707,1052,tous,1052,investiguer,ordinal 3 et plus,attitude
B0 mode,conarmy,1052,0.325095,1.387477,0.000000,0.000000,0.325095,1052,tous,1052,investiguer,ordinal 3 et plus,attitude
B0 tirage,conarmy,1052,0.007129,1.387477,1.374050,0.990323,-0.000475,1052,tous,1052,investiguer,ordinal 3 et plus,attitude
B1 argmax,conarmy,1052,0.071768,1.387477,1.203479,0.867387,0.071768,1052,tous,1052,investiguer,ordinal 3 et plus,attitude
B2 argmax,conarmy,1052,0.057034,1.387477,1.122524,0.809040,0.057034,1052,tous,1052,investiguer,ordinal 3 et plus,attitude
B3 foret,conarmy,1052,0.105513,1.387477,0.989980,0.713511,0.105513,1052,tous,1052,investiguer,ordinal 3 et plus,attitude
humains vague 2,conarmy,1052,0.009030,1.387477,1.408187,1.014927,-0.009030,1052,tous,1052,investiguer,ordinal 3 et plus,attitude
agents composite,conbus,1052,0.065589,1.357972,0.927422,0.682946,-0.048479,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents entretien (v3),conbus,1052,0.082700,1.357972,1.059345,0.780093,-0.082700,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents enquete,conbus,1052,0.097433,1.357972,0.944560,0.695566,0.014734,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents demographiques (v6),conbus,1048,0.170927,1.357972,0.445637,0.328163,0.051155,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents v7,conbus,1050,0.154824,1.357972,0.577742,0.425444,0.040767,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents v8,conbus,1052,0.057034,1.357972,1.156164,0.851390,0.011407,1052,tous,1052,temoin,ordinal 3 et plus,attitude
B0 mode,conbus,1052,0.217205,1.357972,0.000000,0.000000,0.097433,1052,tous,1052,temoin,ordinal 3 et plus,attitude
B0 tirage,conbus,1052,0.011882,1.357972,1.334603,0.982791,0.010932,1052,tous,1052,temoin,ordinal 3 et plus,attitude
B1 argmax,conbus,1052,0.093156,1.357972,0.867804,0.639044,-0.017110,1052,tous,1052,temoin,ordinal 3 et plus,attitude
B2 argmax,conbus,1052,0.087928,1.357972,0.848564,0.624876,-0.028992,1052,tous,1052,temoin,ordinal 3 et plus,attitude
B3 foret,conbus,1052,0.132605,1.357972,0.656561,0.483486,0.012833,1052,tous,1052,temoin,ordinal 3 et plus,attitude
humains vague 2,conbus,1052,0.009506,1.357972,1.322305,0.973735,-0.009506,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents composite,conclerg,1051,0.040264,1.411753,1.491800,1.056700,0.040264,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents entretien (v3),conclerg,1052,0.066540,1.411753,1.525842,1.080813,0.066540,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents enquete,conclerg,1052,0.061312,1.411753,1.506331,1.066993,0.061312,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents demographiques (v6),conclerg,1048,0.043197,1.411753,1.357010,0.961223,0.012187,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents v7,conclerg,1050,0.191795,1.411753,0.977137,0.692144,0.129177,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents v8,conclerg,1052,0.117871,1.411753,1.522632,1.078540,0.117871,1052,tous,1052,temoin,ordinal 3 et plus,attitude
B0 mode,conclerg,1052,0.317966,1.411753,0.000000,0.000000,-0.317966,1052,tous,1052,temoin,ordinal 3 et plus,attitude
B0 tirage,conclerg,1052,0.006654,1.411753,1.426766,1.010634,0.006654,1052,tous,1052,temoin,ordinal 3 et plus,attitude
B1 argmax,conclerg,1052,0.093631,1.411753,1.139272,0.806991,-0.093631,1052,tous,1052,temoin,ordinal 3 et plus,attitude
B2 argmax,conclerg,1052,0.129278,1.411753,1.026025,0.726773,-0.129278,1052,tous,1052,temoin,ordinal 3 et plus,attitude
B3 foret,conclerg,1052,0.150190,1.411753,0.921184,0.652510,-0.150190,1052,tous,1052,temoin,ordinal 3 et plus,attitude
humains vague 2,conclerg,1052,0.012833,1.411753,1.403681,0.994282,0.005228,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents composite,coneduc,1052,0.149715,1.384086,0.584360,0.422199,-0.087928,1052,tous,1052,sensible,ordinal 3 et plus,attitude
agents entretien (v3),coneduc,1051,0.121747,1.384086,0.779063,0.562871,-0.121747,1052,tous,1052,sensible,ordinal 3 et plus,attitude
agents enquete,coneduc,1051,0.171067,1.384086,0.456731,0.329987,-0.046581,1052,tous,1052,sensible,ordinal 3 et plus,attitude
agents demographiques (v6),coneduc,1047,0.196236,1.384086,0.184496,0.133298,-0.048979,1052,tous,1052,sensible,ordinal 3 et plus,attitude
agents v7,coneduc,1052,0.174430,1.384086,0.419183,0.302859,-0.055608,1052,tous,1052,sensible,ordinal 3 et plus,attitude
agents v8,coneduc,1052,0.144962,1.384086,0.740692,0.535149,-0.144962,1052,tous,1052,sensible,ordinal 3 et plus,attitude
B0 mode,coneduc,1052,0.208175,1.384086,0.000000,0.000000,-0.043726,1052,tous,1052,sensible,ordinal 3 et plus,attitude
B0 tirage,coneduc,1052,0.015209,1.384086,1.371274,0.990743,-0.015209,1052,tous,1052,sensible,ordinal 3 et plus,attitude
B1 argmax,coneduc,1052,0.120247,1.384086,0.843585,0.609489,-0.027091,1052,tous,1052,sensible,ordinal 3 et plus,attitude
B2 argmax,coneduc,1052,0.151616,1.384086,0.620110,0.448029,-0.031844,1052,tous,1052,sensible,ordinal 3 et plus,attitude
B3 foret,coneduc,1052,0.192015,1.384086,0.239584,0.173099,-0.043726,1052,tous,1052,sensible,ordinal 3 et plus,attitude
humains vague 2,coneduc,1052,0.012833,1.384086,1.427413,1.031303,-0.012833,1052,tous,1052,sensible,ordinal 3 et plus,attitude
agents composite,confed,1051,0.106226,1.412652,1.116135,0.790099,-0.106226,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents entretien (v3),confed,1051,0.215169,1.412652,0.948190,0.671213,-0.215169,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents enquete,confed,1051,0.058739,1.412652,1.296741,0.917948,0.028408,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents demographiques (v6),confed,1047,0.159190,1.412652,0.747847,0.529392,0.036566,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents v7,confed,1052,0.108840,1.412652,0.898071,0.635734,-0.013783,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents v8,confed,1052,0.081274,1.412652,1.175580,0.832179,0.013783,1052,tous,1052,temoin,ordinal 3 et plus,attitude
B0 mode,confed,1052,0.265684,1.412652,0.000000,0.000000,0.143061,1052,tous,1052,temoin,ordinal 3 et plus,attitude
B0 tirage,confed,1052,0.010456,1.412652,1.417861,1.003687,0.010456,1052,tous,1052,temoin,ordinal 3 et plus,attitude
B1 argmax,confed,1052,0.046578,1.412652,1.207577,0.854829,-0.046578,1052,tous,1052,temoin,ordinal 3 et plus,attitude
B2 argmax,confed,1052,0.115494,1.412652,0.943977,0.668230,0.002376,1052,tous,1052,temoin,ordinal 3 et plus,attitude
B3 foret,confed,1052,0.059411,1.412652,1.016614,0.719649,-0.058460,1052,tous,1052,temoin,ordinal 3 et plus,attitude
humains vague 2,confed,1052,0.004278,1.412652,1.412139,0.999636,-0.004278,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents composite,confinan,1052,0.116920,1.416095,0.971371,0.685950,-0.116920,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents entretien (v3),confinan,1051,0.175584,1.416095,0.996978,0.704033,-0.175584,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents enquete,confinan,1051,0.171778,1.416095,1.100733,0.777302,-0.171778,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents demographiques (v6),confinan,1047,0.105930,1.416095,0.768901,0.542973,-0.073727,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents v7,confinan,1052,0.110266,1.416095,0.753071,0.531794,-0.069392,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents v8,confinan,1052,0.101711,1.416095,0.896712,0.633229,-0.101711,1052,tous,1052,temoin,ordinal 3 et plus,attitude
B0 mode,confinan,1052,0.218156,1.416095,0.000000,0.000000,0.038498,1052,tous,1052,temoin,ordinal 3 et plus,attitude
B0 tirage,confinan,1052,0.009981,1.416095,1.416889,1.000561,-0.009981,1052,tous,1052,temoin,ordinal 3 et plus,attitude
B1 argmax,confinan,1052,0.125000,1.416095,0.831074,0.586877,-0.016635,1052,tous,1052,temoin,ordinal 3 et plus,attitude
B2 argmax,confinan,1052,0.141635,1.416095,0.666360,0.470562,-0.029468,1052,tous,1052,temoin,ordinal 3 et plus,attitude
B3 foret,confinan,1052,0.187738,1.416095,0.331442,0.234054,0.008080,1052,tous,1052,temoin,ordinal 3 et plus,attitude
humains vague 2,confinan,1052,0.016160,1.416095,1.405979,0.992857,-0.016160,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents composite,conjudge,1052,0.134981,1.494759,0.953336,0.637786,-0.026616,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents entretien (v3),conjudge,1051,0.059086,1.494759,1.393190,0.932050,-0.059086,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents enquete,conjudge,1051,0.197167,1.494759,0.792785,0.530376,0.082208,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents demographiques (v6),conjudge,1047,0.249391,1.494759,0.313477,0.209717,0.071634,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents v7,conjudge,1052,0.210551,1.494759,0.603788,0.403937,0.038498,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents v8,conjudge,1052,0.091730,1.494759,1.519821,1.016767,0.091730,1052,tous,1052,temoin,ordinal 3 et plus,attitude
B0 mode,conjudge,1052,0.277567,1.494759,0.000000,0.000000,0.099810,1052,tous,1052,temoin,ordinal 3 et plus,attitude
B0 tirage,conjudge,1052,0.013783,1.494759,1.513413,1.012479,-0.000475,1052,tous,1052,temoin,ordinal 3 et plus,attitude
B1 argmax,conjudge,1052,0.041825,1.494759,1.380013,0.923235,-0.019011,1052,tous,1052,temoin,ordinal 3 et plus,attitude
B2 argmax,conjudge,1052,0.109316,1.494759,1.259851,0.842845,-0.109316,1052,tous,1052,temoin,ordinal 3 et plus,attitude
B3 foret,conjudge,1052,0.104563,1.494759,1.107533,0.740944,-0.034221,1052,tous,1052,temoin,ordinal 3 et plus,attitude
humains vague 2,conjudge,1052,0.019011,1.494759,1.489095,0.996211,-0.019011,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents composite,conlabor,1052,0.171103,1.433544,1.013914,0.707278,-0.171103,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents entretien (v3),conlabor,1051,0.146047,1.433544,1.173693,0.818735,-0.146047,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents enquete,conlabor,1049,0.140121,1.433544,0.952575,0.664489,-0.140121,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents demographiques (v6),conlabor,1050,0.207198,1.433544,0.196934,0.137375,-0.015230,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents v7,conlabor,1051,0.182473,1.433544,0.469182,0.327288,-0.009511,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents v8,conlabor,1052,0.058460,1.433544,1.474192,1.028355,-0.058460,1052,tous,1052,temoin,ordinal 3 et plus,attitude
B0 mode,conlabor,1052,0.221008,1.433544,0.000000,0.000000,-0.004278,1052,tous,1052,temoin,ordinal 3 et plus,attitude
B0 tirage,conlabor,1052,0.004278,1.433544,1.434931,1.000967,-0.004278,1052,tous,1052,temoin,ordinal 3 et plus,attitude
B1 argmax,conlabor,1052,0.111217,1.433544,0.976275,0.681022,-0.021863,1052,tous,1052,temoin,ordinal 3 et plus,attitude
B2 argmax,conlabor,1052,0.141635,1.433544,0.782222,0.545656,0.018061,1052,tous,1052,temoin,ordinal 3 et plus,attitude
B3 foret,conlabor,1052,0.188213,1.433544,0.409850,0.285900,-0.016160,1052,tous,1052,temoin,ordinal 3 et plus,attitude
humains vague 2,conlabor,1052,0.008555,1.433544,1.455045,1.014998,0.005703,1052,tous,1052,temoin,ordinal 3 et plus,attitude
agents composite,conlegis,1052,0.162072,1.273040,0.794936,0.624439,-0.162072,1052,tous,1052,sensible,ordinal 3 et plus,attitude
agents entretien (v3),conlegis,1051,0.208583,1.273040,0.589541,0.463097,-0.208583,1052,tous,1052,sensible,ordinal 3 et plus,attitude
agents enquete,conlegis,1049,0.130755,1.273040,0.878809,0.690324,-0.130755,1052,tous,1052,sensible,ordinal 3 et plus,attitude
agents demographiques (v6),conlegis,1050,0.160420,1.273040,0.792545,0.622561,-0.160420,1052,tous,1052,sensible,ordinal 3 et plus,attitude
agents v7,conlegis,1051,0.126756,1.273040,0.888506,0.697941,-0.126756,1052,tous,1052,sensible,ordinal 3 et plus,attitude
agents v8,conlegis,1052,0.146863,1.273040,0.835191,0.656061,-0.146863,1052,tous,1052,sensible,ordinal 3 et plus,attitude
B0 mode,conlegis,1052,0.279468,1.273040,0.000000,0.000000,-0.279468,1052,tous,1052,sensible,ordinal 3 et plus,attitude
B0 tirage,conlegis,1052,0.002852,1.273040,1.280215,1.005636,0.000000,1052,tous,1052,sensible,ordinal 3 et plus,attitude
B1 argmax,conlegis,1052,0.058460,1.273040,1.063423,0.835342,-0.058460,1052,tous,1052,sensible,ordinal 3 et plus,attitude
B2 argmax,conlegis,1052,0.091730,1.273040,0.965020,0.758044,-0.091730,1052,tous,1052,sensible,ordinal 3 et plus,attitude
B3 foret,conlegis,1052,0.101236,1.273040,0.940394,0.738700,-0.101236,1052,tous,1052,sensible,ordinal 3 et plus,attitude
humains vague 2,conlegis,1052,0.010932,1.273040,1.253158,0.984383,0.003327,1052,tous,1052,sensible,ordinal 3 et plus,attitude
agents composite,conmedic,1051,0.128189,1.385901,1.115719,0.805050,-0.098795,1052,tous,1052,sensible,ordinal 3 et plus,attitude
agents entretien (v3),conmedic,1051,0.056352,1.385901,1.271358,0.917351,-0.021250,1052,tous,1052,sensible,ordinal 3 et plus,attitude
agents enquete,conmedic,1049,0.057844,1.385901,1.073826,0.774822,0.036224,1052,tous,1052,sensible,ordinal 3 et plus,attitude
agents demographiques (v6),conmedic,1050,0.262812,1.385901,0.152693,0.110176,-0.155397,1052,tous,1052,sensible,ordinal 3 et plus,attitude
agents v7,conmedic,1051,0.200976,1.385901,0.654323,0.472128,-0.104028,1052,tous,1052,sensible,ordinal 3 et plus,attitude
agents v8,conmedic,1052,0.232890,1.385901,0.439527,0.317141,-0.131179,1052,tous,1052,sensible,ordinal 3 et plus,attitude
B0 mode,conmedic,1052,0.173954,1.385901,0.721853,0.520854,-0.066540,1052,tous,1052,sensible,ordinal 3 et plus,attitude
B0 tirage,conmedic,1052,0.002376,1.385901,1.377839,0.994183,0.001426,1052,tous,1052,sensible,ordinal 3 et plus,attitude
B1 argmax,conmedic,1052,0.052757,1.385901,1.137670,0.820888,0.052757,1052,tous,1052,sensible,ordinal 3 et plus,attitude
