condition,item,n_cellules,distance,entropie_humaine,entropie_simulee,ratio_entropie,ecart_desirabilite,perimetre,camp,n_personnes,classe_norc,type,classe_comportement,pole_endogroupe
B3 foret,sexeduc,417,0.045564,0.268973,0.000000,0.000000,0.045564,1052,gauche,417,temoin,binaire,attitude,
humains vague 2,sexeduc,417,0.007194,0.268973,0.299728,1.114341,-0.007194,1052,gauche,417,temoin,binaire,attitude,
agents composite,pillok,417,0.052758,1.527415,1.317897,0.862829,,1052,gauche,417,investiguer,ordinal 3 et plus,attitude,
agents entretien (v3),pillok,416,0.092428,1.527415,1.150373,0.753150,,1052,gauche,417,investiguer,ordinal 3 et plus,attitude,
agents enquete,pillok,417,0.134293,1.527415,0.891313,0.583543,,1052,gauche,417,investiguer,ordinal 3 et plus,attitude,
agents demographiques (v6),pillok,417,0.186251,1.527415,1.324720,0.867296,,1052,gauche,417,investiguer,ordinal 3 et plus,attitude,
agents v7,pillok,416,0.077171,1.527415,1.378717,0.902648,,1052,gauche,417,investiguer,ordinal 3 et plus,attitude,
agents v8,pillok,417,0.156675,1.527415,0.705362,0.461801,,1052,gauche,417,investiguer,ordinal 3 et plus,attitude,
B0 mode,pillok,417,0.167866,1.527415,0.696990,0.456320,,1052,gauche,417,investiguer,ordinal 3 et plus,attitude,
B0 tirage,pillok,417,0.157474,1.527415,1.893806,1.239876,,1052,gauche,417,investiguer,ordinal 3 et plus,attitude,
B1 argmax,pillok,417,0.084732,1.527415,1.103410,0.722404,,1052,gauche,417,investiguer,ordinal 3 et plus,attitude,
B2 argmax,pillok,417,0.122302,1.527415,0.915671,0.599491,,1052,gauche,417,investiguer,ordinal 3 et plus,attitude,
B3 foret,pillok,417,0.123102,1.527415,0.857964,0.561710,,1052,gauche,417,investiguer,ordinal 3 et plus,attitude,
humains vague 2,pillok,417,0.012790,1.527415,1.581769,1.035586,,1052,gauche,417,investiguer,ordinal 3 et plus,attitude,
agents composite,xmarsex,417,0.206235,1.738289,1.156127,0.665095,0.206235,1052,gauche,417,sensible,ordinal 3 et plus,attitude,
agents entretien (v3),xmarsex,417,0.203837,1.738289,1.129349,0.649690,0.203837,1052,gauche,417,sensible,ordinal 3 et plus,attitude,
agents enquete,xmarsex,413,0.049570,1.738289,1.663561,0.957011,0.039548,1052,gauche,417,sensible,ordinal 3 et plus,attitude,
agents demographiques (v6),xmarsex,417,0.250999,1.738289,0.808030,0.464842,0.250999,1052,gauche,417,sensible,ordinal 3 et plus,attitude,
agents v7,xmarsex,417,0.187050,1.738289,1.227385,0.706088,0.187050,1052,gauche,417,sensible,ordinal 3 et plus,attitude,
agents v8,xmarsex,416,0.203526,1.738289,1.786015,1.027456,-0.203526,1052,gauche,417,sensible,ordinal 3 et plus,attitude,
B0 mode,xmarsex,417,0.333333,1.738289,0.000000,0.000000,0.333333,1052,gauche,417,sensible,ordinal 3 et plus,attitude,
B0 tirage,xmarsex,417,0.090328,1.738289,1.668842,0.960049,0.077538,1052,gauche,417,sensible,ordinal 3 et plus,attitude,
B1 argmax,xmarsex,417,0.052758,1.738289,1.551770,0.892700,0.052758,1052,gauche,417,sensible,ordinal 3 et plus,attitude,
B2 argmax,xmarsex,417,0.035971,1.738289,1.547282,0.890118,0.026379,1052,gauche,417,sensible,ordinal 3 et plus,attitude,
B3 foret,xmarsex,417,0.171863,1.738289,1.253045,0.720850,0.171863,1052,gauche,417,sensible,ordinal 3 et plus,attitude,
humains vague 2,xmarsex,417,0.016787,1.738289,1.728965,0.994636,-0.010392,1052,gauche,417,sensible,ordinal 3 et plus,attitude,
agents composite,homosex,417,0.067946,1.072384,0.430087,0.401057,0.067946,1052,gauche,417,temoin,ordinal 3 et plus,attitude,droite_bas
agents entretien (v3),homosex,416,0.071018,1.072384,0.379597,0.353975,0.071018,1052,gauche,417,temoin,ordinal 3 et plus,attitude,droite_bas
agents enquete,homosex,417,0.056755,1.072384,0.517322,0.482404,0.056755,1052,gauche,417,temoin,ordinal 3 et plus,attitude,droite_bas
agents demographiques (v6),homosex,416,0.158148,1.072384,1.169260,1.090337,-0.158148,1052,gauche,417,temoin,ordinal 3 et plus,attitude,droite_bas
agents v7,homosex,417,0.041567,1.072384,0.653374,0.609273,0.028777,1052,gauche,417,temoin,ordinal 3 et plus,attitude,droite_bas
agents v8,homosex,417,0.121503,1.072384,0.026058,0.024299,0.121503,1052,gauche,417,temoin,ordinal 3 et plus,attitude,droite_bas
B0 mode,homosex,417,0.123102,1.072384,0.000000,0.000000,0.123102,1052,gauche,417,temoin,ordinal 3 et plus,attitude,droite_bas
B0 tirage,homosex,417,0.185452,1.072384,1.579410,1.472803,-0.185452,1052,gauche,417,temoin,ordinal 3 et plus,attitude,droite_bas
B1 argmax,homosex,417,0.107114,1.072384,0.233250,0.217506,0.107114,1052,gauche,417,temoin,ordinal 3 et plus,attitude,droite_bas
B2 argmax,homosex,417,0.099121,1.072384,0.215027,0.200513,0.099121,1052,gauche,417,temoin,ordinal 3 et plus,attitude,droite_bas
B3 foret,homosex,417,0.123102,1.072384,0.000000,0.000000,0.123102,1052,gauche,417,temoin,ordinal 3 et plus,attitude,droite_bas
humains vague 2,homosex,417,0.002398,1.072384,1.063118,0.991360,-0.000799,1052,gauche,417,temoin,ordinal 3 et plus,attitude,droite_bas
agents composite,marhomo,417,0.016187,1.163719,1.098493,0.943950,-0.008993,1052,gauche,417,temoin,ordinal 3 et plus,attitude,droite_bas
agents entretien (v3),marhomo,417,0.030576,1.163719,0.880863,0.756938,0.023381,1052,gauche,417,temoin,ordinal 3 et plus,attitude,droite_bas
agents enquete,marhomo,417,0.026379,1.163719,0.916628,0.787671,0.015588,1052,gauche,417,temoin,ordinal 3 et plus,attitude,droite_bas
agents demographiques (v6),marhomo,417,0.236211,1.163719,1.918032,1.648192,-0.236211,1052,gauche,417,temoin,ordinal 3 et plus,attitude,droite_bas
agents v7,marhomo,417,0.059353,1.163719,1.461596,1.255970,-0.059353,1052,gauche,417,temoin,ordinal 3 et plus,attitude,droite_bas
agents v8,marhomo,417,0.044365,1.163719,0.792560,0.681058,0.044365,1052,gauche,417,temoin,ordinal 3 et plus,attitude,droite_bas
B0 mode,marhomo,417,0.101918,1.163719,0.000000,0.000000,0.101918,1052,gauche,417,temoin,ordinal 3 et plus,attitude,droite_bas
B0 tirage,marhomo,417,0.167866,1.163719,1.878540,1.614256,-0.167866,1052,gauche,417,temoin,ordinal 3 et plus,attitude,droite_bas
B1 argmax,marhomo,417,0.085731,1.163719,0.328486,0.282273,0.085731,1052,gauche,417,temoin,ordinal 3 et plus,attitude,droite_bas
B2 argmax,marhomo,417,0.087530,1.163719,0.204055,0.175348,0.087530,1052,gauche,417,temoin,ordinal 3 et plus,attitude,droite_bas
B3 foret,marhomo,417,0.101918,1.163719,0.000000,0.000000,0.101918,1052,gauche,417,temoin,ordinal 3 et plus,attitude,droite_bas
humains vague 2,marhomo,417,0.006595,1.163719,1.136862,0.976921,0.002998,1052,gauche,417,temoin,ordinal 3 et plus,attitude,droite_bas
agents composite,discaff,417,0.095923,1.079075,0.637643,0.590917,,1052,gauche,417,temoin,ordinal 3 et plus,attitude,
agents entretien (v3),discaff,417,0.129496,1.079075,0.456722,0.423253,,1052,gauche,417,temoin,ordinal 3 et plus,attitude,
agents enquete,discaff,417,0.098321,1.079075,0.657966,0.609750,,1052,gauche,417,temoin,ordinal 3 et plus,attitude,
agents demographiques (v6),discaff,417,0.044365,1.079075,1.050083,0.973133,,1052,gauche,417,temoin,ordinal 3 et plus,attitude,
agents v7,discaff,417,0.073141,1.079075,0.787956,0.730214,,1052,gauche,417,temoin,ordinal 3 et plus,attitude,
agents v8,discaff,417,0.165468,1.079075,0.150726,0.139680,,1052,gauche,417,temoin,ordinal 3 et plus,attitude,
B0 mode,discaff,417,0.176259,1.079075,0.000000,0.000000,,1052,gauche,417,temoin,ordinal 3 et plus,attitude,
B0 tirage,discaff,417,0.139089,1.079075,1.433369,1.328331,,1052,gauche,417,temoin,ordinal 3 et plus,attitude,
B1 argmax,discaff,417,0.125899,1.079075,0.473002,0.438340,,1052,gauche,417,temoin,ordinal 3 et plus,attitude,
B2 argmax,discaff,417,0.141487,1.079075,0.365951,0.339134,,1052,gauche,417,temoin,ordinal 3 et plus,attitude,
B3 foret,discaff,417,0.169065,1.079075,0.110380,0.102292,,1052,gauche,417,temoin,ordinal 3 et plus,attitude,
humains vague 2,discaff,417,0.003597,1.079075,1.068757,0.990438,,1052,gauche,417,temoin,ordinal 3 et plus,attitude,
agents composite,abdefect,417,0.014388,0.328984,0.268973,0.817587,,1052,gauche,417,temoin,binaire,attitude,
agents entretien (v3),abdefect,417,0.047962,0.328984,0.095447,0.290125,,1052,gauche,417,temoin,binaire,attitude,
agents enquete,abdefect,417,0.007194,0.328984,0.299728,0.911071,,1052,gauche,417,temoin,binaire,attitude,
agents demographiques (v6),abdefect,417,0.023981,0.328984,0.225235,0.684637,,1052,gauche,417,temoin,binaire,attitude,
agents v7,abdefect,417,0.043165,0.328984,0.124726,0.379125,,1052,gauche,417,temoin,binaire,attitude,
agents v8,abdefect,417,0.057554,0.328984,0.026058,0.079208,,1052,gauche,417,temoin,binaire,attitude,
B0 mode,abdefect,417,0.059952,0.328984,0.000000,0.000000,,1052,gauche,417,temoin,binaire,attitude,
B0 tirage,abdefect,417,0.112710,0.328984,0.665488,2.022855,,1052,gauche,417,temoin,binaire,attitude,
B1 argmax,abdefect,417,0.059952,0.328984,0.000000,0.000000,,1052,gauche,417,temoin,binaire,attitude,
B2 argmax,abdefect,417,0.055156,0.328984,0.045582,0.138553,,1052,gauche,417,temoin,binaire,attitude,
B3 foret,abdefect,417,0.059952,0.328984,0.000000,0.000000,,1052,gauche,417,temoin,binaire,attitude,
humains vague 2,abdefect,417,0.007194,0.328984,0.299728,0.911071,,1052,gauche,417,temoin,binaire,attitude,
agents composite,abnomore,417,0.023981,0.551156,0.480531,0.871859,,1052,gauche,417,temoin,binaire,attitude,
agents entretien (v3),abnomore,417,0.093525,0.551156,0.213736,0.387795,,1052,gauche,417,temoin,binaire,attitude,
agents enquete,abnomore,417,0.071942,0.551156,0.309637,0.561796,,1052,gauche,417,temoin,binaire,attitude,
agents demographiques (v6),abnomore,417,0.023981,0.551156,0.480531,0.871859,,1052,gauche,417,temoin,binaire,attitude,
agents v7,abnomore,417,0.086331,0.551156,0.247529,0.449110,,1052,gauche,417,temoin,binaire,attitude,
agents v8,abnomore,415,0.124689,0.551156,0.026167,0.047476,,1052,gauche,417,temoin,binaire,attitude,
B0 mode,abnomore,417,0.127098,0.551156,0.000000,0.000000,,1052,gauche,417,temoin,binaire,attitude,
B0 tirage,abnomore,417,0.215827,0.551156,0.929321,1.686130,,1052,gauche,417,temoin,binaire,attitude,
B1 argmax,abnomore,417,0.107914,0.551156,0.138568,0.251413,,1052,gauche,417,temoin,binaire,attitude,
B2 argmax,abnomore,417,0.083933,0.551156,0.258352,0.468745,,1052,gauche,417,temoin,binaire,attitude,
B3 foret,abnomore,417,0.127098,0.551156,0.000000,0.000000,,1052,gauche,417,temoin,binaire,attitude,
humains vague 2,abnomore,417,0.004796,0.551156,0.564341,1.023922,,1052,gauche,417,temoin,binaire,attitude,
agents composite,abhlth,417,0.009592,0.225235,0.177624,0.788614,,1052,gauche,417,temoin,binaire,attitude,
agents entretien (v3),abhlth,417,0.033573,0.225235,0.026058,0.115693,,1052,gauche,417,temoin,binaire,attitude,
agents enquete,abhlth,417,0.009592,0.225235,0.177624,0.788614,,1052,gauche,417,temoin,binaire,attitude,
agents demographiques (v6),abhlth,417,0.035971,0.225235,0.000000,0.000000,,1052,gauche,417,temoin,binaire,attitude,
agents v7,abhlth,417,0.033573,0.225235,0.026058,0.115693,,1052,gauche,417,temoin,binaire,attitude,
agents v8,abhlth,417,0.035971,0.225235,0.000000,0.000000,,1052,gauche,417,temoin,binaire,attitude,
B0 mode,abhlth,417,0.035971,0.225235,0.000000,0.000000,,1052,gauche,417,temoin,binaire,attitude,
B0 tirage,abhlth,417,0.033573,0.225235,0.365951,1.624751,,1052,gauche,417,temoin,binaire,attitude,
B1 argmax,abhlth,417,0.035971,0.225235,0.000000,0.000000,,1052,gauche,417,temoin,binaire,attitude,
B2 argmax,abhlth,417,0.035971,0.225235,0.000000,0.000000,,1052,gauche,417,temoin,binaire,attitude,
B3 foret,abhlth,417,0.035971,0.225235,0.000000,0.000000,,1052,gauche,417,temoin,binaire,attitude,
humains vague 2,abhlth,417,0.002398,0.225235,0.213736,0.948946,,1052,gauche,417,temoin,binaire,attitude,
agents composite,abpoor,417,0.011990,0.487969,0.449858,0.921898,,1052,gauche,417,investiguer,binaire,attitude,
agents entretien (v3),abpoor,417,0.074341,0.487969,0.201981,0.413921,,1052,gauche,417,investiguer,binaire,attitude,
agents enquete,abpoor,417,0.052758,0.487969,0.299728,0.614235,,1052,gauche,417,investiguer,binaire,attitude,
agents demographiques (v6),abpoor,417,0.011990,0.487969,0.449858,0.921898,,1052,gauche,417,investiguer,binaire,attitude,
agents v7,abpoor,417,0.076739,0.487969,0.189951,0.389268,,1052,gauche,417,investiguer,binaire,attitude,
agents v8,abpoor,415,0.103106,0.487969,0.026167,0.053624,,1052,gauche,417,investiguer,binaire,attitude,
B0 mode,abpoor,417,0.105516,0.487969,0.000000,0.000000,,1052,gauche,417,investiguer,binaire,attitude,
B0 tirage,abpoor,417,0.232614,0.487969,0.924747,1.895093,,1052,gauche,417,investiguer,binaire,attitude,
B1 argmax,abpoor,417,0.086331,0.487969,0.138568,0.283968,,1052,gauche,417,investiguer,binaire,attitude,
B2 argmax,abpoor,417,0.071942,0.487969,0.213736,0.438011,,1052,gauche,417,investiguer,binaire,attitude,
B3 foret,abpoor,417,0.105516,0.487969,0.000000,0.000000,,1052,gauche,417,investiguer,binaire,attitude,
humains vague 2,abpoor,417,0.011990,0.487969,0.523879,1.073590,,1052,gauche,417,investiguer,binaire,attitude,
agents composite,abrape,417,0.002398,0.213736,0.201981,0.945002,,1052,gauche,417,investiguer,binaire,attitude,
agents entretien (v3),abrape,417,0.031175,0.213736,0.026058,0.121917,,1052,gauche,417,investiguer,binaire,attitude,
agents enquete,abrape,417,0.016787,0.213736,0.289653,1.355191,,1052,gauche,417,investiguer,binaire,attitude,
agents demographiques (v6),abrape,417,0.028777,0.213736,0.045582,0.213262,,1052,gauche,417,investiguer,binaire,attitude,
agents v7,abrape,417,0.031175,0.213736,0.026058,0.121917,,1052,gauche,417,investiguer,binaire,attitude,
agents v8,abrape,417,0.033573,0.213736,0.000000,0.000000,,1052,gauche,417,investiguer,binaire,attitude,
B0 mode,abrape,417,0.033573,0.213736,0.000000,0.000000,,1052,gauche,417,investiguer,binaire,attitude,
B0 tirage,abrape,417,0.086331,0.213736,0.530815,2.483509,,1052,gauche,417,investiguer,binaire,attitude,
B1 argmax,abrape,417,0.033573,0.213736,0.000000,0.000000,,1052,gauche,417,investiguer,binaire,attitude,
B2 argmax,abrape,417,0.031175,0.213736,0.026058,0.121917,,1052,gauche,417,investiguer,binaire,attitude,
B3 foret,abrape,417,0.033573,0.213736,0.000000,0.000000,,1052,gauche,417,investiguer,binaire,attitude,
humains vague 2,abrape,417,0.004796,0.213736,0.236495,1.106481,,1052,gauche,417,investiguer,binaire,attitude,
agents composite,absingle,417,0.043165,0.551156,0.417617,0.757711,,1052,gauche,417,temoin,binaire,attitude,
agents entretien (v3),absingle,417,0.091127,0.551156,0.225235,0.408659,,1052,gauche,417,temoin,binaire,attitude,
agents enquete,absingle,417,0.023981,0.551156,0.480531,0.871859,,1052,gauche,417,temoin,binaire,attitude,
agents demographiques (v6),absingle,417,0.021583,0.551156,0.608260,1.103607,,1052,gauche,417,temoin,binaire,attitude,
agents v7,absingle,417,0.074341,0.551156,0.299728,0.543817,,1052,gauche,417,temoin,binaire,attitude,
agents v8,absingle,417,0.107914,0.551156,0.138568,0.251413,,1052,gauche,417,temoin,binaire,attitude,
B0 mode,absingle,417,0.127098,0.551156,0.000000,0.000000,,1052,gauche,417,temoin,binaire,attitude,
B0 tirage,absingle,417,0.294964,0.551156,0.984132,1.785577,,1052,gauche,417,temoin,binaire,attitude,
B1 argmax,absingle,417,0.110312,0.551156,0.124726,0.226299,,1052,gauche,417,temoin,binaire,attitude,
B2 argmax,absingle,417,0.091127,0.551156,0.225235,0.408659,,1052,gauche,417,temoin,binaire,attitude,
B3 foret,absingle,417,0.127098,0.551156,0.000000,0.000000,,1052,gauche,417,temoin,binaire,attitude,
humains vague 2,absingle,417,0.002398,0.551156,0.557785,1.012028,,1052,gauche,417,temoin,binaire,attitude,
agents composite,abany,417,0.021583,0.583577,0.523879,0.897703,,1052,gauche,417,investiguer,binaire,attitude,
agents entretien (v3),abany,417,0.081535,0.583577,0.319387,0.547292,,1052,gauche,417,investiguer,binaire,attitude,
agents enquete,abany,417,0.050360,0.583577,0.433943,0.743592,,1052,gauche,417,investiguer,binaire,attitude,
agents demographiques (v6),abany,417,0.045564,0.583577,0.691879,1.185583,,1052,gauche,417,investiguer,binaire,attitude,
agents v7,abany,417,0.038369,0.583577,0.473002,0.810522,,1052,gauche,417,investiguer,binaire,attitude,
agents v8,abany,417,0.134293,0.583577,0.045582,0.078108,,1052,gauche,417,investiguer,binaire,attitude,
B0 mode,abany,417,0.139089,0.583577,0.000000,0.000000,,1052,gauche,417,investiguer,binaire,attitude,
B0 tirage,abany,417,0.223022,0.583577,0.946151,1.621295,,1052,gauche,417,investiguer,binaire,attitude,
B1 argmax,abany,417,0.119904,0.583577,0.138568,0.237445,,1052,gauche,417,investiguer,binaire,attitude,
B2 argmax,abany,417,0.105516,0.583577,0.213736,0.366251,,1052,gauche,417,investiguer,binaire,attitude,
B3 foret,abany,417,0.139089,0.583577,0.000000,0.000000,,1052,gauche,417,investiguer,binaire,attitude,
humains vague 2,abany,417,0.023981,0.583577,0.643332,1.102395,,1052,gauche,417,investiguer,binaire,attitude,
agents composite,letdie1,417,0.028777,0.583577,0.502585,0.861215,,1052,gauche,417,temoin,binaire,attitude,
agents entretien (v3),letdie1,417,0.088729,0.583577,0.289653,0.496340,,1052,gauche,417,temoin,binaire,attitude,
agents enquete,letdie1,417,0.004796,0.583577,0.596053,1.021378,,1052,gauche,417,temoin,binaire,attitude,
agents demographiques (v6),letdie1,417,0.059952,0.583577,0.721735,1.236744,,1052,gauche,417,temoin,binaire,attitude,
agents v7,letdie1,417,0.083933,0.583577,0.309637,0.530585,,1052,gauche,417,temoin,binaire,attitude,
agents v8,letdie1,417,0.136691,0.583577,0.026058,0.044652,,1052,gauche,417,temoin,binaire,attitude,
B0 mode,letdie1,417,0.139089,0.583577,0.000000,0.000000,,1052,gauche,417,temoin,binaire,attitude,
B0 tirage,letdie1,417,0.117506,0.583577,0.823294,1.410772,,1052,gauche,417,temoin,binaire,attitude,
B1 argmax,letdie1,417,0.127098,0.583577,0.095447,0.163555,,1052,gauche,417,temoin,binaire,attitude,
B2 argmax,letdie1,417,0.119904,0.583577,0.138568,0.237445,,1052,gauche,417,temoin,binaire,attitude,
B3 foret,letdie1,417,0.139089,0.583577,0.000000,0.000000,,1052,gauche,417,temoin,binaire,attitude,
humains vague 2,letdie1,417,0.007194,0.583577,0.602190,1.031894,,1052,gauche,417,temoin,binaire,attitude,
agents composite,suicide1,417,0.031175,0.602190,0.516863,0.858306,,1052,gauche,417,investiguer,binaire,attitude,
agents entretien (v3),suicide1,417,0.112710,0.602190,0.213736,0.354931,,1052,gauche,417,investiguer,binaire,attitude,
agents enquete,suicide1,417,0.016787,0.602190,0.557785,0.926262,,1052,gauche,417,investiguer,binaire,attitude,
agents demographiques (v6),suicide1,417,0.019185,0.602190,0.551156,0.915253,,1052,gauche,417,investiguer,binaire,attitude,
agents v7,suicide1,417,0.119904,0.602190,0.177624,0.294963,,1052,gauche,417,investiguer,binaire,attitude,
agents v8,suicide1,415,0.146283,0.602190,0.000000,0.000000,,1052,gauche,417,investiguer,binaire,attitude,
B0 mode,suicide1,417,0.146283,0.602190,0.000000,0.000000,,1052,gauche,417,investiguer,binaire,attitude,
B0 tirage,suicide1,417,0.124700,0.602190,0.844602,1.402551,,1052,gauche,417,investiguer,binaire,attitude,
B1 argmax,suicide1,417,0.119904,0.602190,0.177624,0.294963,,1052,gauche,417,investiguer,binaire,attitude,
B2 argmax,suicide1,417,0.119904,0.602190,0.177624,0.294963,,1052,gauche,417,investiguer,binaire,attitude,
B3 foret,suicide1,417,0.141487,0.602190,0.045582,0.075693,,1052,gauche,417,investiguer,binaire,attitude,
humains vague 2,suicide1,417,0.007194,0.602190,0.583577,0.969092,,1052,gauche,417,investiguer,binaire,attitude,
agents composite,suicide2,417,0.201439,0.935905,0.608260,0.649916,,1052,gauche,417,non teste,binaire,attitude,
agents entretien (v3),suicide2,417,0.350120,0.935905,0.000000,0.000000,,1052,gauche,417,non teste,binaire,attitude,
agents enquete,suicide2,417,0.342926,0.935905,0.063287,0.067621,,1052,gauche,417,non teste,binaire,attitude,
